0.030026,-0.956818,-0.291286,-0.744666,-0.034091,1.502038,9999
-0.000052,-0.000271,0.999984,0.044678,0.002056,-0.090173,186666
-0.000002,0.000004,1.000000,0.000015,0.000037,0.000044,411081
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,476676
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,487462
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,504916
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,524568
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,535527
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,552141
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,568937
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,580682
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,597891
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,615097
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,626389
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,649852
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,671628
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,680162
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,689632
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,702201
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,718037
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,737586
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,757427
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,775262
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,791448
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,806471
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,823806
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,840811
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,856254
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,879783
-0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,899617
